# finetune_from: checkpoints/final/gat_marl_mydinh_best.pt
# topology: uet
episode,worker_id,total_steps,global_reward,avg_speed,avg_waiting_time,throughput,loss,epsilon,duration_s,had_obstacle,obstacle_edges,obstacle_count,vehicles_teleported,learning_rate
174,0,360,-922.095,15.46,4.55,2556,0.026866,1.0,142.4,1,"SRC_V5S_N09,SRC_RM_BC_N09",2,0,5.1e-06
175,1,360,-1011.9844,22.3,60.28,1024,0.019191,0.7,36.0,1,"SRC_R2_AB_N12,SRC_V2_N12,EXT_S_N13_in",3,0,4.7e-06
176,0,360,-341.2457,35.35,3.07,1249,0.016062,1.0,29.3,0,,0,0,4.3e-06
177,1,360,-290.6491,38.1,1.92,1229,0.02458,0.7,30.4,0,,0,0,4e-06
178,0,360,-321.5054,35.88,3.45,1246,0.009455,1.0,29.1,0,,0,0,3.6e-06
179,2,360,-854.3833,9.53,5.31,2525,0.018096,0.4,146.4,0,,0,0,3.3e-06
180,3,360,-1341.5816,8.52,14.35,1797,0.032936,0.1,152.3,1,"SRC_V6_N10,EXT_S_N15_in,SRC_RM_CD_N10",3,0,3e-06
181,3,360,-311.6542,26.78,2.69,1172,0.02127,0.1,35.2,1,SRC_V4S_N14,1,0,2.7e-06
182,1,360,-685.3398,11.34,6.33,2403,0.015158,0.7,151.9,0,,0,0,2.4e-06
183,0,360,-1242.0299,12.11,7.6,2792,0.018499,1.0,148.3,1,"SRC_R2_AB_N11,SRC_R1_DE_N05,EXT_S_N10_in",3,0,2.2e-06
184,2,360,-799.6344,10.31,7.65,2610,0.018635,0.4,147.7,0,,0,0,1.9e-06
185,3,360,-878.2625,9.05,8.2,1948,0.013837,0.1,146.0,1,"SRC_V5N_N09,SRC_V1_N01,SRC_V3N_N07",3,0,1.7e-06
186,1,360,-783.3915,14.15,4.17,2892,0.019174,0.7,127.9,0,,0,0,1.5e-06
187,3,360,-287.9467,27.54,2.63,1167,0.029819,0.1,30.2,0,,0,0,1.3e-06
188,2,360,-886.1005,10.97,6.53,2162,0.009676,0.4,136.4,0,,0,0,1.1e-06
189,2,360,-289.3787,33.7,3.07,1222,0.021145,0.4,27.2,0,,0,0,1e-06
190,2,360,-299.9251,27.19,2.65,1196,0.048192,0.4,28.2,0,,0,0,1e-06
191,3,360,-872.8244,10.68,7.2,2407,0.013105,0.1,123.6,0,,0,0,1e-06
192,2,360,-815.8272,10.15,5.25,2199,0.014897,0.4,126.8,1,SRC_R2_BC_N12,1,0,1e-06
193,2,360,-271.2569,34.19,2.37,1234,0.032959,0.4,26.3,0,,0,0,1e-06
194,3,360,-887.5668,10.59,5.42,2377,0.014747,0.1,127.1,1,"SRC_V5N_N09,SRC_R1_BC_N02",2,0,1e-06
195,3,360,-289.6207,23.41,3.24,1184,0.039168,0.1,29.6,0,,0,0,1e-06
196,2,360,-736.9491,9.29,5.49,2140,0.027101,0.4,118.8,0,,0,0,1e-06
197,3,360,-907.5186,10.62,6.01,2003,0.019394,0.1,113.5,0,,0,0,1e-06
198,3,360,-299.2575,25.76,4.73,1167,0.035772,0.1,30.8,1,"SRC_R1_DE_N05,SRC_V3S_N13",2,0,1e-06
199,2,360,-891.0431,10.6,6.8,2107,0.018003,0.4,114.3,0,,0,0,1e-06
200,3,360,-903.6403,11.68,4.66,2452,0.021102,0.1,101.4,0,,0,0,1e-06
